,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,3.729,99.079735,98.523883,98.801809
,,3.733,99.081524,98.535652,98.808588
,,3.737,99.086494,98.526751,98.8066225
,,3.741,99.084804,98.528631,98.8067175
,,3.745,99.076951,98.533971,98.805461
,,3.749,99.07556,98.536246,98.805903
,,3.753,99.081723,98.527543,98.804633
,,3.756,99.081325,98.535257,98.808291
,,3.760,99.086792,98.531301,98.8090465
,,3.764,99.084605,98.532092,98.8083485
,,3.768,99.083313,98.520026,98.8016695
,,3.772,99.081921,98.51785,98.7998855
,,3.776,99.084804,98.508653,98.7967285
,,3.780,99.083909,98.5134,98.7986545
,,3.783,99.089774,98.512609,98.8011915
,,3.787,99.091066,98.524279,98.8076725
,,3.791,99.092259,98.50707,98.7996645
,,3.795,99.093849,98.516367,98.805108
,,3.799,99.090271,98.520916,98.8055935
,,3.803,99.0854,98.513301,98.7993505
,,3.807,99.085003,98.503213,98.794108
,,3.810,99.08212,98.506774,98.794447
,,3.814,99.089873,98.517257,98.803565
,,3.818,99.090669,98.510532,98.8006005
,,3.822,99.09047,98.4954,98.792935
,,3.826,99.091066,98.504993,98.7980295
,,3.830,99.097627,98.505982,98.8018045
,,3.834,99.09216,98.512905,98.8025325
,,3.837,99.09375,98.528136,98.810943
,,3.841,99.096533,98.530411,98.813472
,,3.845,99.095042,98.530806,98.812924
,,3.849,99.091861,98.530411,98.811136
,,3.853,99.092358,98.525762,98.80906
,,3.857,99.095042,98.519235,98.8071385
,,3.861,99.095042,98.521806,98.808424
,,3.864,99.089376,98.536147,98.8127615
,,3.868,99.091563,98.542971,98.817267
,,3.872,99.096831,98.534762,98.8157965
,,3.876,99.101901,98.532191,98.817046
,,3.880,99.094148,98.517356,98.805752
,,3.884,99.090271,98.534565,98.812418
,,3.888,99.094048,98.534466,98.814257
,,3.891,99.092358,98.505191,98.7987745
,,3.895,99.090768,98.507169,98.7989685
,,3.899,99.090967,98.516565,98.803766
,,3.903,99.090669,98.528729,98.809699
,,3.907,99.098621,98.51607,98.8073455
,,3.911,99.099515,98.518246,98.8088805
,,3.915,99.103293,98.521609,98.812451
,,3.919,99.100509,98.513103,98.806806
,,3.922,99.095738,98.523587,98.8096625
,,3.926,99.09544,98.518543,98.8069915
,,3.930,99.094148,98.514883,98.8045155
,,3.934,99.095042,98.520719,98.8078805
,,3.938,99.10031,98.531103,98.8157065
,,3.942,99.097229,98.534762,98.8159955
,,3.946,99.099615,98.543861,98.821738
,,3.949,99.101106,98.547422,98.824264
,,3.953,99.100211,98.541191,98.820701
,,3.957,99.10041,98.55296,98.826685
,,3.961,99.1021,98.55741,98.829755
,,3.965,99.104287,98.54218,98.8232335
,,3.969,99.104088,98.55029,98.827189
,,3.973,99.100807,98.549004,98.8249055
,,3.976,99.095937,98.547817,98.821877
,,3.980,99.103392,98.550982,98.827187
,,3.984,99.10697,98.561366,98.834168
,,3.988,99.104485,98.541982,98.8232335
,,3.992,99.102696,98.542674,98.822685
,,3.996,99.099118,98.525169,98.8121435
,,4.000,99.099913,98.519136,98.8095245
,,4.003,99.100708,98.524378,98.812543
,,4.007,99.102299,98.5134,98.8078495
,,4.011,99.1021,98.513202,98.807651
,,4.015,99.101106,98.522004,98.811555
,,4.019,99.104883,98.529026,98.8169545
,,4.023,99.105678,98.523883,98.8147805
,,4.027,99.107269,98.526356,98.8168125
,,4.030,99.105579,98.535554,98.8205665
,,4.034,99.099615,98.521905,98.81076
,,4.038,99.095539,98.51518,98.8053595
,,4.042,99.10379,98.53407,98.81893
,,4.046,99.106573,98.534169,98.820371
,,4.050,99.109952,98.526356,98.818154
,,4.054,99.108263,98.517059,98.812661
,,4.058,99.103293,98.52507,98.8141815
,,4.061,99.104784,98.522103,98.8134435
,,4.065,99.105778,98.520521,98.8131495
,,4.069,99.105479,98.535652,98.8205655
,,4.073,99.108561,98.546334,98.8274475
,,4.077,99.108064,98.540894,98.824479
,,4.081,99.110251,98.53318,98.8217155
,,4.085,99.107567,98.528334,98.8179505
,,4.088,99.103889,98.54485,98.8243695
,,4.092,99.111344,98.522004,98.816674
,,4.096,99.110151,98.527147,98.818649
,,4.100,99.102497,98.511818,98.8071575
,,4.104,99.107269,98.520422,98.8138455
,,4.108,99.113034,98.516565,98.8147995
,,4.112,99.110648,98.520422,98.815535
,,4.115,99.112437,98.509444,98.8109405
,,4.119,99.112636,98.513894,98.813265
,,4.123,99.108561,98.50984,98.8092005
,,4.127,99.109654,98.502026,98.80584
,,4.131,99.109654,98.506477,98.8080655
,,4.135,99.110251,98.505488,98.8078695
,,4.139,99.109952,98.508059,98.8090055
,,4.142,99.109654,98.494016,98.801835
,,4.146,99.112636,98.501037,98.8068365
,,4.150,99.113034,98.503213,98.8081235
,,4.154,99.114922,98.502026,98.808474
,,4.158,99.115817,98.494906,98.8053615
,,4.162,99.115817,98.49995,98.8078835
,,4.166,99.111742,98.496884,98.804313
,,4.169,99.111046,98.496389,98.8037175
,,4.173,99.115419,98.505488,98.8104535
,,4.177,99.117209,98.512015,98.814612
,,4.181,99.11497,98.51701,98.81599
,,4.185,99.115258,98.517158,98.816208
,,4.189,99.115546,98.513697,98.8146215
,,4.193,99.115834,98.508779,98.8123065
,,4.196,99.116122,98.508405,98.8122635
,,4.200,99.11641,98.508031,98.8122205
,,4.204,99.116698,98.507657,98.8121775
,,4.208,99.116986,98.507283,98.8121345
,,4.212,99.117274,98.506909,98.8120915
,,4.216,99.117562,98.506535,98.8120485
,,4.220,99.11785,98.506161,98.8120055
,,4.224,99.118138,98.505787,98.8119625
,,4.227,99.118425,98.505412,98.8119185
,,4.231,99.118713,98.505038,98.8118755
,,4.235,99.119001,98.504664,98.8118325
,,4.239,99.119289,98.50429,98.8117895
,,4.243,99.119577,98.503916,98.8117465
,,4.247,99.119865,98.503542,98.8117035
,,4.251,99.120153,98.503168,98.8116605
,,4.254,99.120441,98.502794,98.8116175
,,4.258,99.120729,98.50242,98.8115745
,,4.262,99.121017,98.502046,98.8115315
,,4.266,99.121305,98.501672,98.8114885
,,4.270,99.121593,98.501297,98.811445
,,4.274,99.121881,98.500923,98.811402
,,4.278,99.122169,98.500549,98.811359
,,4.281,99.122457,98.500175,98.811316
,,4.285,99.122745,98.499801,98.811273
,,4.289,99.123033,98.499427,98.81123
,,4.293,99.123321,98.499053,98.811187
,,4.297,99.123609,98.498679,98.811144
,,4.301,99.123897,98.498305,98.811101
,,4.305,99.124185,98.497931,98.811058
,,4.308,99.124473,98.497557,98.811015
,,4.312,99.124761,98.497182,98.8109715
,,4.316,99.125049,98.496808,98.8109285
,,4.320,99.125337,98.496434,98.8108855
,,4.324,99.125625,98.49606,98.8108425
,,4.328,99.125913,98.495686,98.8107995
,,4.332,99.126201,98.495312,98.8107565
,,4.335,99.126488,98.494938,98.810713
,,4.339,99.126776,98.494564,98.81067
,,4.343,99.127064,98.49419,98.810627
,,4.347,99.127352,98.493816,98.810584
,,4.351,99.12764,98.493441,98.8105405
,,4.355,99.127928,98.493067,98.8104975
,,4.359,99.128216,98.492693,98.8104545
,,4.362,99.128504,98.492319,98.8104115
,,4.366,99.128792,98.491945,98.8103685
,,4.370,99.12908,98.491571,98.8103255
,,4.374,99.129368,98.491197,98.8102825
,,4.378,99.129656,98.490823,98.8102395
,,4.382,99.129944,98.490449,98.8101965
,,4.386,99.130232,98.490075,98.8101535
,,4.390,99.13052,98.495054,98.812787
,,4.393,99.130808,98.484224,98.807516
,,4.397,99.131096,98.48912,98.810108
,,4.401,99.131384,98.487538,98.809461
,,4.405,99.131672,98.488428,98.81005
,,4.409,99.13196,98.505241,98.8186005
,,4.413,99.132248,98.507367,98.8198075
,,4.417,99.132536,98.495499,98.8140175
,,4.420,99.132824,98.484472,98.808648
,,4.424,99.132218,98.49095,98.811584
,,4.428,99.127944,98.504499,98.8162215
,,4.432,99.131622,98.507219,98.8194205
,,4.436,99.12864,98.506032,98.817336
,,4.440,99.127347,98.509988,98.8186675
,,4.444,99.124564,98.506625,98.8155945
,,4.447,99.125061,98.518394,98.8217275
,,4.451,99.131125,98.528334,98.8297295
,,4.455,99.126552,98.516861,98.8217065
,,4.459,99.126353,98.509741,98.818047
,,4.463,99.129634,98.50979,98.819712
,,4.467,99.124664,98.518444,98.821554
,,4.471,99.13023,98.523339,98.8267845
,,4.474,99.134902,98.518197,98.8265495
,,4.478,99.131025,98.519037,98.825031
,,4.482,99.132119,98.521856,98.8269875
,,4.486,99.132914,98.515675,98.8242945
,,4.490,99.13182,98.51523,98.823525
,,4.494,99.133311,98.519136,98.8262235
,,4.498,99.134007,98.517603,98.825805
,,4.501,99.130429,98.490257,98.810343
,,4.505,99.130031,98.488873,98.809452
,,4.509,99.126155,98.488576,98.8073655
,,4.513,99.125956,98.468994,98.797475
,,4.517,99.129137,98.471763,98.80045
,,4.521,99.125061,98.474829,98.799945
,,4.525,99.128838,98.47295,98.800894
,,4.528,99.132417,98.469291,98.800854
,,4.532,99.132119,98.469686,98.8009025
,,4.536,99.134107,98.467115,98.800611
,,4.540,99.13182,98.473444,98.802632
,,4.544,99.132218,98.486796,98.809507
,,4.548,99.132715,98.490752,98.8117335
,,4.552,99.129335,98.494411,98.811873
,,4.556,99.130727,98.488675,98.809701
,,4.559,99.130727,98.475225,98.802976
,,4.563,99.129832,98.475521,98.8026765
,,4.567,99.135498,98.480763,98.8081305
,,4.571,99.136691,98.48729,98.8119905
,,4.575,99.130727,98.492235,98.811481
,,4.579,99.127447,98.483433,98.80544
,,4.583,99.13689,98.48106,98.808975
,,4.586,99.138083,98.485016,98.8115495
,,4.590,99.133908,98.487191,98.8105495
,,4.594,99.1352,98.491939,98.8135695
,,4.598,99.129733,98.484917,98.807325
,,4.602,99.126353,98.486796,98.8065745
,,4.606,99.135796,98.49451,98.815153
,,4.610,99.14345,98.486005,98.8147275
,,4.613,99.142059,98.490257,98.816158
,,4.617,99.137586,98.499851,98.8187185
,,4.621,99.137784,98.488675,98.8132295
,,4.625,99.139176,98.48551,98.812343
,,4.629,99.139772,98.488082,98.813927
,,4.633,99.137089,98.490257,98.813673
,,4.637,99.137685,98.484422,98.8110535
,,4.640,99.142258,98.48462,98.813439
,,4.644,99.143152,98.483038,98.813095
,,4.648,99.141363,98.483631,98.812497
,,4.652,99.14176,98.493125,98.8174425
,,4.656,99.138778,98.500246,98.819512
,,4.660,99.134902,98.494609,98.8147555
,,4.664,99.135598,98.488774,98.812186
,,4.667,99.135896,98.478587,98.8072415
,,4.671,99.13858,98.472258,98.805419
,,4.675,99.143152,98.472159,98.8076555
,,4.679,99.143848,98.4684,98.806124
,,4.683,99.143152,98.479972,98.811562
,,4.687,99.140766,98.494312,98.817539
,,4.691,99.137188,98.492928,98.815058
,,4.695,99.134405,98.479576,98.8069905
,,4.698,99.134305,98.47028,98.8022925
,,4.702,99.138281,98.472159,98.80522
,,4.706,99.141462,98.479477,98.8104695
,,4.710,99.138679,98.479477,98.809078
,,4.714,99.136095,98.488082,98.8120885
,,4.718,99.140568,98.489763,98.8151655
,,4.722,99.140369,98.484521,98.812445
,,4.725,99.139275,98.482049,98.810662
,,4.729,99.140468,98.483433,98.8119505
,,4.733,99.138381,98.491642,98.8150115
,,4.737,99.138182,98.488477,98.8133295
,,4.741,99.144842,98.48462,98.814731
,,4.745,99.142556,98.486796,98.814676
,,4.749,99.138083,98.486994,98.8125385
,,4.752,99.147923,98.489565,98.818744
,,4.756,99.150011,98.487587,98.818799
,,4.760,99.145438,98.491246,98.818342
,,4.764,99.144842,98.495005,98.8199235
,,4.768,99.149713,98.487785,98.818749
,,4.772,99.151204,98.472653,98.8119285
,,4.776,99.148122,98.468598,98.80836
,,4.779,99.14355,98.477598,98.810574
,,4.783,99.139971,98.488082,98.8140265
,,4.787,99.140071,98.480466,98.8102685
,,4.791,99.140468,98.480664,98.810566
,,4.795,99.141263,98.482444,98.8118535
,,4.799,99.145935,98.48195,98.8139425
,,4.803,99.147824,98.478785,98.8133045
,,4.806,99.144047,98.487191,98.815619
,,4.810,99.138778,98.478686,98.808732
,,4.814,99.144146,98.45584,98.799993
,,4.818,99.148818,98.458807,98.8038125
,,4.822,99.144146,98.476214,98.81018
,,4.826,99.141263,98.477796,98.8095295
,,4.830,99.146035,98.469686,98.8078605
,,4.833,99.147327,98.463455,98.805391
,,4.837,99.147029,98.464543,98.805786
,,4.841,99.144444,98.480862,98.812653
,,4.845,99.146234,98.467411,98.8068225
,,4.849,99.147327,98.456038,98.8016825
,,4.853,99.146929,98.459697,98.803313
,,4.857,99.148917,98.458214,98.8035655
,,4.861,99.145935,98.458906,98.8024205
,,4.864,99.14524,98.473049,98.8091445
,,4.868,99.146234,98.469389,98.8078115
,,4.872,99.144743,98.456236,98.8004895
,,4.876,99.141661,98.463159,98.80241
,,4.880,99.143649,98.468697,98.806173
,,4.884,99.146134,98.46484,98.805487
,,4.888,99.147923,98.466521,98.807222
,,4.891,99.146134,98.476609,98.8113715
,,4.895,99.143152,98.4864,98.814776
,,4.899,99.14514,98.477895,98.8115175
,,4.903,99.146929,98.462565,98.804747
,,4.907,99.143848,98.467807,98.8058275
,,4.911,99.14345,98.475225,98.8093375
,,4.915,99.150408,98.482642,98.816525
,,4.918,99.156869,98.488576,98.8227225
,,4.922,99.157366,98.479378,98.818372
,,4.926,99.154981,98.47117,98.8130755
,,4.930,99.155577,98.480763,98.81817
,,4.934,99.153291,98.496389,98.82484
,,4.938,99.148321,98.492334,98.8203275
,,4.942,99.147923,98.478587,98.813255
,,4.945,99.153788,98.48106,98.817424
,,4.949,99.156969,98.492038,98.8245035
,,4.953,99.15021,98.500939,98.8255745
,,4.957,99.144345,98.507268,98.8258065
,,4.961,99.149017,98.49006,98.8195385
,,4.965,99.154285,98.477104,98.8156945
,,4.969,99.152098,98.463455,98.8077765
,,4.972,99.151402,98.462565,98.8069835
,,4.976,99.153987,98.475225,98.814606
,,4.980,99.156174,98.472752,98.814463
,,4.984,99.156671,98.46395,98.8103105
,,4.988,99.154683,98.467016,98.8108495
,,4.992,99.150508,98.468697,98.8096025
,,4.996,99.149216,98.458807,98.8040115
,,4.999,99.152297,98.459994,98.8061455
,,5.003,99.155975,98.461675,98.808825
,,5.007,99.158162,98.454653,98.8064075
,,5.011,99.15836,98.450598,98.804479
,,5.015,99.156273,98.468796,98.8125345
,,5.019,99.14852,98.488576,98.818548
,,5.023,99.142854,98.467214,98.805034
,,5.027,99.146333,98.470774,98.8085535
,,5.030,99.151204,98.476214,98.813709
,,5.034,99.155975,98.461774,98.8088745
,,5.038,99.15508,98.452972,98.804026
,,5.042,99.153291,98.447335,98.800313
,,5.046,99.152695,98.447137,98.799916
,,5.050,99.155975,98.448126,98.8020505
,,5.054,99.159951,98.440807,98.800379
,,5.057,99.156671,98.44417,98.8004205
,,5.061,99.151502,98.449906,98.800704
,,5.065,99.150508,98.444664,98.797586
,,5.069,99.154683,98.450796,98.8027395
,,5.073,99.162734,98.460884,98.811809
,,5.077,99.162336,98.476214,98.819275
,,5.081,99.156671,98.495301,98.825986
,,5.084,99.154683,98.488972,98.8218275
,,5.088,99.155378,98.467411,98.8113945
,,5.092,99.152893,98.461774,98.8073335
,,5.096,99.151104,98.466126,98.808615
,,5.100,99.152396,98.473939,98.8131675
,,5.104,99.155279,98.47562,98.8154495
,,5.108,99.157366,98.477005,98.8171855
,,5.111,99.156671,98.476609,98.81664
,,5.115,99.15518,98.475521,98.8153505
,,5.119,99.160249,98.467115,98.813682
,,5.123,99.163827,98.45495,98.8093885
,,5.127,99.161541,98.455642,98.8085915
,,5.131,99.156074,98.468005,98.8120395
,,5.135,99.153689,98.484818,98.8192535
,,5.138,99.154285,98.491741,98.823013
,,5.142,99.152297,98.502125,98.827211
,,5.146,99.148222,98.529718,98.83897
,,5.150,99.150408,98.489565,98.8199865
,,5.154,99.156174,98.4505,98.803337
,,5.158,99.157366,98.452576,98.804971
,,5.162,99.155478,98.450302,98.80289
,,5.165,99.155776,98.444566,98.800171
,,5.169,99.159851,98.442588,98.8012195
,,5.173,99.161342,98.439225,98.8002835
,,5.177,99.159851,98.437247,98.798549
,,5.181,99.161243,98.450598,98.8059205
,,5.185,99.159752,98.456532,98.808142
,,5.189,99.154086,98.446642,98.800364
,,5.193,99.153689,98.444467,98.799078
,,5.196,99.152496,98.483038,98.817767
,,5.200,99.146134,98.516268,98.831201
,,5.204,99.14842,98.480565,98.8144925
,,5.208,99.156869,98.481851,98.81936
,,5.212,99.15836,98.526158,98.842259
,,5.216,99.156969,98.484224,98.8205965
,,5.220,99.158758,98.431412,98.795085
,,5.223,99.158957,98.436357,98.797657
,,5.227,99.160348,98.452379,98.8063635
,,5.231,99.161939,98.477994,98.8199665
,,5.235,99.160249,98.499257,98.829753
,,5.239,99.156969,98.492631,98.8248
,,5.243,99.158261,98.470675,98.814468
,,5.247,99.159851,98.450598,98.8052245
,,5.250,99.156571,98.447533,98.802052
,,5.254,99.15518,98.448719,98.8019495
,,5.258,99.159255,98.450796,98.8050255
,,5.262,99.163629,98.445851,98.80474
,,5.266,99.166412,98.442192,98.804302
,,5.270,99.167605,98.457818,98.8127115
,,5.274,99.164324,98.479082,98.821703
,,5.277,99.157764,98.473939,98.8158515
,,5.281,99.156472,98.459401,98.8079365
,,5.285,99.15836,98.469884,98.814122
,,5.289,99.155378,98.507169,98.8312735
,,5.293,99.151005,98.503708,98.8273565
,,5.297,99.154683,98.451587,98.803135
,,5.301,99.159752,98.450895,98.8053235
,,5.304,99.160746,98.470675,98.8157105
,,5.308,99.162635,98.470082,98.8163585
,,5.312,99.167605,98.458412,98.8130085
,,5.316,99.172575,98.454159,98.813367
,,5.320,99.172276,98.453368,98.812822
,,5.324,99.168002,98.45406,98.811031
,,5.328,99.167207,98.459796,98.8135015
,,5.332,99.169593,98.462071,98.815832
,,5.335,99.170388,98.4505,98.810444
,,5.339,99.166114,98.450598,98.808356
,,5.343,99.160845,98.496191,98.828518
,,5.347,99.157267,98.576103,98.866685
,,5.351,99.150508,98.587773,98.8691405
,,5.355,99.146929,98.518147,98.832538
,,5.359,99.151999,98.467313,98.809656
,,5.362,99.160547,98.443577,98.802062
,,5.366,99.169394,98.430621,98.8000075
,,5.370,99.172773,98.422412,98.7975925
,,5.374,99.169294,98.422412,98.795853
,,5.378,99.165617,98.428939,98.797278
,,5.382,99.16512,98.435763,98.8004415
,,5.386,99.164424,98.440214,98.802319
,,5.389,99.163529,98.439126,98.8013275
,,5.393,99.16512,98.43517,98.800145
,,5.397,99.167108,98.437049,98.8020785
,,5.401,99.166412,98.440511,98.8034615
,,5.405,99.163132,98.450302,98.806717
,,5.409,99.160945,98.475521,98.818233
,,5.413,99.16005,98.493224,98.826637
,,5.416,99.158857,98.537433,98.848145
,,5.420,99.156472,98.601223,98.8788475
,,5.424,99.157366,98.537235,98.8473005
,,5.428,99.162933,98.453763,98.808348
,,5.432,99.166114,98.438928,98.802521
,,5.436,99.165617,98.441895,98.803756
,,5.440,99.161641,98.464642,98.8131415
,,5.443,99.16015,98.469686,98.814918
,,5.447,99.16333,98.449906,98.806618
,,5.451,99.164324,98.44417,98.804247
,,5.455,99.164821,98.45317,98.8089955
,,5.459,99.168897,98.510829,98.839863
,,5.463,99.168897,98.599146,98.8840215
,,5.467,99.162933,98.562652,98.8627925
,,5.470,99.163728,98.4684,98.816064
,,5.474,99.165617,98.49095,98.8282835
,,5.478,99.160845,98.519828,98.8403365
,,5.482,99.160547,98.465433,98.81299
,,5.486,99.166611,98.434379,98.800495
,,5.490,99.170388,98.424884,98.797636
,,5.494,99.168002,98.41895,98.793476
,,5.498,99.161641,98.427159,98.7944
,,5.501,99.15677,98.431115,98.7939425
,,5.505,99.15677,98.421324,98.789047
,,5.509,99.158062,98.421126,98.789594
,,5.513,99.159454,98.438533,98.7989935
,,5.517,99.162535,98.470873,98.816704
,,5.521,99.166213,98.49184,98.8290265
,,5.525,99.168996,98.469291,98.8191435
,,5.528,99.169692,98.449214,98.809453
,,5.532,99.167903,98.449016,98.8084595
,,5.536,99.166312,98.437643,98.8019775
,,5.540,99.167008,98.438928,98.802968
,,5.544,99.166611,98.473642,98.8201265
,,5.548,99.162038,98.510927,98.8364825
,,5.552,99.155677,98.535257,98.845467
,,5.555,99.154683,98.542279,98.848481
,,5.559,99.16005,98.500345,98.8301975
,,5.563,99.164324,98.477895,98.8211095
,,5.567,99.163529,98.493224,98.8283765
,,5.571,99.164026,98.512905,98.8384655
,,5.575,99.163629,98.57719,98.8704095
,,5.579,99.153987,98.609333,98.88166
,,5.582,99.147426,98.510927,98.8291765
,,5.586,99.155279,98.433588,98.7944335
,,5.590,99.16671,98.411335,98.7890225
,,5.594,99.173569,98.414698,98.7941335
,,5.598,99.171481,98.440708,98.8060945
,,5.602,99.166312,98.456038,98.811175
,,5.606,99.167406,98.436752,98.802079
,,5.609,99.171879,98.451785,98.811832
,,5.613,99.172674,98.493818,98.833246
,,5.617,99.170885,98.481356,98.8261205
,,5.621,99.167903,98.43517,98.8015365
,,5.625,99.166312,98.438137,98.8022245
,,5.629,99.166114,98.481159,98.8236365
,,5.633,99.167008,98.528927,98.8479675
,,5.636,99.171084,98.604784,98.887934
,,5.640,99.176252,98.702299,98.9392755
,,5.644,99.174861,98.642366,98.9086135
,,5.648,99.171282,98.51518,98.843231
,,5.652,99.168599,98.505092,98.8368455
,,5.656,99.163629,98.490455,98.827042
,,5.660,99.16343,98.423401,98.7934155
,,5.664,99.166312,98.39828,98.782296
,,5.667,99.166014,98.428049,98.7970315
,,5.671,99.164026,98.500939,98.8324825
,,5.675,99.160547,98.53318,98.8468635
,,5.679,99.159752,98.468005,98.8138785
,,5.683,99.162933,98.435566,98.7992495
,,5.687,99.164225,98.477301,98.820763
,,5.691,99.165219,98.490257,98.827738
,,5.694,99.166809,98.432203,98.799506
,,5.698,99.167505,98.38839,98.7779475
,,5.702,99.166412,98.436654,98.801533
,,5.706,99.162237,98.531301,98.846769
,,5.710,99.154683,98.588267,98.871475
,,5.714,99.15011,98.585004,98.867557
,,5.718,99.152297,98.603597,98.877947
,,5.721,99.155677,98.588861,98.872269
,,5.725,99.158659,98.533971,98.846315
,,5.729,99.159354,98.515081,98.8372175
,,5.733,99.155776,98.539015,98.8473955
,,5.737,99.153192,98.525861,98.8395265
,,5.741,99.157267,98.518543,98.837905
,,5.745,99.16005,98.570861,98.8654555
,,5.748,99.156472,98.561564,98.859018
,,5.752,99.156174,98.472455,98.8143145
,,5.756,99.162734,98.482543,98.8226385
,,5.760,99.169593,98.602904,98.8862485
,,5.764,99.172177,98.76243,98.9673035
,,5.768,99.16502,98.717332,98.941176
,,5.772,99.16015,98.528927,98.8445385
